session_id,app_user_code,phase,text_id,question_step_count,scored_question_count,quiz_status,correct_answers,percent_correct,question_event_count,question_assigned_event_count,question_assigned_event_percent,question_interval_sum_ms,text_step_event_count
S051,U018,P1,T15,3,3,complete,0,0.0,135,66,48.888889,8849,0
S051,U018,P1,T18,3,3,complete,1,33.333333,47,28,59.574468,3282,0
S051,U018,P1,T20,3,3,complete,1,33.333333,86,47,54.651163,6177,0
S051,U018,P1,T24,3,3,complete,1,33.333333,281,156,55.516014,19746,0
S051,U018,P1,T27,3,3,complete,1,33.333333,52,36,69.230769,3948,0
S051,U018,P1,T28,3,3,complete,1,33.333333,0,0,,0,0
S051,U018,P1,T30,3,3,complete,1,33.333333,101,51,50.49505,7879,0
S051,U018,P1,T37,3,2,partial,,,0,0,,0,0
S051,U018,P1,T41,3,3,complete,1,33.333333,0,0,,0,0
S052,U002,P1,T12,3,3,complete,3,100.0,534,387,72.47191,79903,0
S052,U002,P1,T15,3,3,complete,2,66.666667,666,500,75.075075,56576,0
S052,U002,P1,T18,3,3,complete,3,100.0,705,557,79.007092,76150,0
S052,U002,P1,T20,3,3,complete,3,100.0,903,531,58.803987,99313,0
S052,U002,P1,T24,3,3,complete,1,33.333333,425,250,58.823529,37994,0
S052,U002,P1,T27,3,3,complete,1,33.333333,143,79,55.244755,14465,0
S052,U002,P1,T28,3,3,complete,3,100.0,224,158,70.535714,13566,0
S052,U002,P1,T30,3,3,complete,3,100.0,232,168,72.413793,14155,0
S052,U002,P1,T37,3,3,complete,3,100.0,170,129,75.882353,10176,0
S052,U002,P1,T41,3,3,complete,3,100.0,215,139,64.651163,16299,0
S053,U024,P3B,T3,3,3,complete,1,33.333333,65,12,18.461538,6609,0
S053,U024,P3B,T4,3,3,complete,1,33.333333,36,2,5.555556,2172,11
S053,U024,P3B,T9,3,3,complete,1,33.333333,54,13,24.074074,3478,13
S053,U024,P3B,T10,3,2,partial,,,35,3,8.571429,2384,38
S053,U024,P3B,T19,3,3,complete,1,33.333333,60,8,13.333333,4066,8
S053,U024,P3B,T29,3,3,complete,0,0.0,25,3,12.0,1876,6
S053,U024,P3B,T31,3,3,complete,1,33.333333,85,5,5.882353,6048,6
S053,U024,P3B,T32,3,3,complete,0,0.0,28,3,10.714286,2004,0
S053,U024,P3B,T46,3,3,complete,0,0.0,25,1,4.0,1759,4
S053,U024,P3B,T50,3,3,complete,0,0.0,26,4,15.384615,1789,4
S054,U010,P2,T2,3,3,complete,2,66.666667,193,112,58.031088,16308,0
S054,U010,P2,T5,3,3,complete,3,100.0,477,352,73.794549,53606,0
S054,U010,P2,T17,3,3,complete,3,100.0,404,289,71.534653,40113,0
S054,U010,P2,T26,3,3,complete,3,100.0,403,302,74.937965,38980,0
S054,U010,P2,T33,3,3,complete,3,100.0,360,252,70.0,35891,0
S054,U010,P2,T42,3,2,partial,,,289,197,68.16609,26530,0
S054,U010,P2,T45,3,3,complete,3,100.0,320,223,69.6875,19129,0
S054,U010,P2,T47,3,3,complete,3,100.0,363,233,64.187328,21221,0
S054,U010,P2,T48,3,3,complete,3,100.0,249,160,64.257028,15479,0
S054,U010,P2,T49,3,3,complete,3,100.0,403,299,74.193548,24226,0
S055,U011,P1,T12,3,2,partial,,,152,83,54.605263,99505,0
S055,U011,P1,T15,3,3,complete,3,100.0,312,129,41.346154,168381,0
S055,U011,P1,T18,3,3,complete,3,100.0,227,120,52.863436,118669,0
S055,U011,P1,T20,3,3,complete,2,66.666667,284,200,70.422535,142626,0
S055,U011,P1,T24,3,2,partial,,,138,59,42.753623,59580,0
S055,U011,P1,T27,3,1,partial,,,8,1,12.5,2822,0
S055,U011,P1,T28,3,0,unscored,,,2,0,0.0,201,0
S055,U011,P1,T30,3,0,unscored,,,0,0,,0,0
S055,U011,P1,T37,3,0,unscored,,,2,1,50.0,217,0
S055,U011,P1,T41,3,0,unscored,,,1,1,100.0,119,0
S056,U020,P2,T2,3,3,complete,1,33.333333,143,100,69.93007,23204,0
S056,U020,P2,T5,3,3,complete,0,0.0,28,13,46.428571,2746,0
S056,U020,P2,T17,3,3,complete,2,66.666667,141,91,64.539007,14374,0
S056,U020,P2,T26,3,3,complete,3,100.0,196,89,45.408163,21193,0
S056,U020,P2,T33,3,3,complete,3,100.0,49,23,46.938776,5343,0
S056,U020,P2,T42,3,2,partial,,,265,135,50.943396,32618,0
S056,U020,P2,T45,3,0,unscored,,,3,1,33.333333,339,0
S056,U020,P2,T47,3,0,unscored,,,0,0,,0,0
S056,U020,P2,T48,3,0,unscored,,,3,0,0.0,354,0
S056,U020,P2,T49,3,0,unscored,,,3,2,66.666667,361,0
S057,U001,P1,T12,3,0,unscored,,,4,0,0.0,245,0
S057,U001,P1,T15,3,0,unscored,,,4,0,0.0,249,0
S057,U001,P1,T18,3,0,unscored,,,8,6,75.0,433,0
S057,U001,P1,T20,3,0,unscored,,,4,3,75.0,258,0
S057,U001,P1,T24,3,0,unscored,,,4,0,0.0,245,0
S057,U001,P1,T27,3,0,unscored,,,2,0,0.0,129,0
S057,U001,P1,T28,3,0,unscored,,,2,0,0.0,147,0
S057,U001,P1,T30,3,0,unscored,,,2,0,0.0,146,0
S057,U001,P1,T37,3,0,unscored,,,1,0,0.0,50,0
S057,U001,P1,T41,3,0,unscored,,,1,0,0.0,66,0
S058,U009,P2,T2,3,0,unscored,,,3,1,33.333333,315,0
S058,U009,P2,T5,3,0,unscored,,,2,0,0.0,189,0
S058,U009,P2,T17,3,0,unscored,,,3,0,0.0,251,0
S058,U009,P2,T26,3,0,unscored,,,3,0,0.0,303,0
S058,U009,P2,T33,3,0,unscored,,,3,0,0.0,384,0
S058,U009,P2,T42,3,0,unscored,,,3,0,0.0,385,0
S058,U009,P2,T45,3,0,unscored,,,3,0,0.0,235,0
S058,U009,P2,T47,3,0,unscored,,,3,0,0.0,304,0
S058,U009,P2,T48,3,0,unscored,,,3,0,0.0,260,0
S058,U009,P2,T49,3,0,unscored,,,4,0,0.0,401,0
S059,U007,P2,T2,3,1,partial,,,23,21,91.304348,6352,0
S059,U007,P2,T5,3,0,unscored,,,10,8,80.0,1971,0
S059,U007,P2,T17,3,0,unscored,,,7,4,57.142857,1718,0
S059,U007,P2,T26,3,0,unscored,,,8,4,50.0,2417,0
S059,U007,P2,T33,3,0,unscored,,,14,7,50.0,2711,0
S059,U007,P2,T42,3,0,unscored,,,9,5,55.555556,1512,0
S059,U007,P2,T45,3,0,unscored,,,14,8,57.142857,2815,0
S059,U007,P2,T47,3,0,unscored,,,12,9,75.0,2618,0
S059,U007,P2,T48,3,0,unscored,,,9,3,33.333333,2649,0
S059,U007,P2,T49,3,0,unscored,,,12,5,41.666667,2530,0
S060,U004,P1,T12,3,3,complete,3,100.0,558,158,28.315412,42440,0
S060,U004,P1,T15,3,3,complete,3,100.0,459,219,47.712418,29133,0
S060,U004,P1,T18,3,3,complete,3,100.0,393,208,52.926209,26179,0
S060,U004,P1,T20,3,1,partial,,,157,48,30.573248,11100,0
S060,U004,P1,T24,3,0,unscored,,,3,1,33.333333,217,0
S060,U004,P1,T27,3,0,unscored,,,0,0,,0,0
S060,U004,P1,T28,3,0,unscored,,,0,0,,0,0
S060,U004,P1,T30,3,0,unscored,,,0,0,,0,0
S060,U004,P1,T37,3,0,unscored,,,0,0,,0,0
S060,U004,P1,T41,3,0,unscored,,,0,0,,0,0
